title,date,article_body,link,category,summary,company_name,funds
"India M&A momentum to remain strong in 2023, says report",14 February,"Mergers and acquisitions (M&A) in India are expected to increase in 2023, as global companies remain keen on growing their presence in India, according to a report by consulting giant Deloitte.This would further be fuelled by increasing domestic demand in the country, supported by availability of companies with healthy financials, Deloitte said in its latest India M&A trends report.“With Indian economy likely to do well despite global economic headwinds, we expect that M&A activity in India will remain robust, with companies expected to continue picking up attractively valued targets in India and abroad,” said Mayank Jaswal, partner - consulting, Deloitte India said in a statement.Well-capitalised Indian companies are likely to invest to acquire key technology capabilities with large deals likely in sectors such as technology, media & telecommunications (TMT) and financial services sector, the report said.The positive outlook comes on the back of high growth in India’s M&A market, which grew by 40% to cross $160 billion in value in 2022 . A large number of these deals were strategic M&A deals, which grew 2X to 126 during the year, compared to 56 deals in 2021.  “Domestic companies had healthy balance sheets and were able to deploy their cash to do more deals,” said Jaswal.Private equity (PE) deal activity, on the other hand, fell by 38% to 37 deals in 2022, as rising cost of capital dampened the return on investment, further worsened by geopolitical uncertainty and rising inflation.“Due to lack of PE activity as well as inflationary pressures impacting margins, valuations have tempered, and these are expected to help drive the pickup in the PE activity by H2 (second half) 2023,” the report said.Going forward, in 2023, Deloitte expects more companies in TMT, financial services and pharmaceutical to use more M&A opportunities, considering the need for technological enhancement to gain a competitive edge.Share article on",https://www.vccircle.com//indiam-a-momentum-to-remain-strong-in-2023-says-report,Merger/Acquisition,"Mergers and acquisitions (M&A) in India are expected to increase in 2023, as global companies remain keen on growing their presence in India, according to a report by consulting giant Deloitte.This would further be fuelled by increasing domestic demand in the country, supported by availability of companies with healthy financials, Deloitte said in its latest India M&A trends report.“With Indian economy likely to do well despite global economic headwinds, we expect that M&A activity in India will remain robust, with companies expected to continue picking up attractively valued targets in India and abroad,” said Mayank Jaswal, partner - consulting, Deloitte India said in a statement.Well-capitalised Indian companies are likely to invest to acquire key technology capabilities with large deals likely in sectors such as technology, media & telecommunications (TMT) and financial services sector, the report said.The positive outlook comes on the back of high growth in India’s M&A market, which grew by 40% to cross $160 billion in value in 2022 .“Domestic companies had healthy balance sheets and were able to deploy their cash to do more deals,” said Jaswal.Private equity (PE) deal activity, on the other hand, fell by 38% to 37 deals in 2022, as rising cost of capital dampened the return on investment, further worsened by geopolitical uncertainty and rising inflation.“Due to lack of PE activity as well as inflationary pressures impacting margins, valuations have tempered, and these are expected to help drive the pickup in the PE activity by H2 (second half) 2023,” the report said.Going forward, in 2023, Deloitte expects more companies in TMT, financial services and pharmaceutical to use more M&A opportunities, considering the need for technological enhancement to gain a competitive edge.Share article on","['Deloitte', 'Deloitte', 'Deloitte India', 'media & telecommunications', 'Deloitte', 'TMT']",['$160 billion']
MapmyIndia invests ₹7 Cr in drone startup Indrones for 20% stake,13 February,"Geospatial software and digital mapping company MapMyIndia, listed as CE Info Systems, has announced a strategic investment of Rs 7 crore for a 20% stake in drone solutions startup Indrones.Through this strategic investment, the two companies will jointly offer drones and drone-based solutions for use cases like surveying, mapping, real-time monitoring, and inspections.“Investment in Indrones will augment our solutions and offerings based on drones, through which we can deliver on more use cases and needs of both our base of enterprise customers across industry verticals and to consumers,” said Rakesh Verma, chairman and managing director, MapmyIndia.Indrones manufactures drones and provides end-to-end solutions for smart cities, construction, agriculture, and oil and gas, among other use cases. The company plans to use this funding to scale up operations, expand hours of flying experience, deliver larger projects to customers, and build next-generation autonomous drones. On the other hand, MapmyIndia seeks to benefit from the drone-collected data to offer high-definition and 3D maps through its MappIs app.Shares of CE Info Systems ended Monday's trading session at Rs 1,125 apiece, recording a gain of 2.3% against Sensex's decline of 0.41%. “Indrones is here to be a part of the digital transformation journey of its customers while leveraging indigenous software maps, geospatial software, and IoT technologies developed by MapmyIndia,” said Pravin Prajapati, founder and chief executive officer of Indrones.As per September 2022 report by the Federation of Indian Chambers of Commerce and Industry (FICCI) and consultancy firm EY, India’s domestic drone manufacturing industry would be worth ₹1.8 lakh crore by 2030. The report noted that drone usage in industrial operations, retail, agriculture, and defence forces would present a business opportunity of ₹98,000 crore within 2030.Share article on",https://www.vccircle.com//mapmyindiainvests-7-cr-in-drone-startup-indrones-for-20-stake,Merger/Acquisition,"Geospatial software and digital mapping company MapMyIndia, listed as CE Info Systems, has announced a strategic investment of Rs 7 crore for a 20% stake in drone solutions startup Indrones.Through this strategic investment, the two companies will jointly offer drones and drone-based solutions for use cases like surveying, mapping, real-time monitoring, and inspections.“Investment in Indrones will augment our solutions and offerings based on drones, through which we can deliver on more use cases and needs of both our base of enterprise customers across industry verticals and to consumers,” said Rakesh Verma, chairman and managing director, MapmyIndia.Indrones manufactures drones and provides end-to-end solutions for smart cities, construction, agriculture, and oil and gas, among other use cases.“Indrones is here to be a part of the digital transformation journey of its customers while leveraging indigenous software maps, geospatial software, and IoT technologies developed by MapmyIndia,” said Pravin Prajapati, founder and chief executive officer of Indrones.As per September 2022 report by the Federation of Indian Chambers of Commerce and Industry (FICCI) and consultancy firm EY, India’s domestic drone manufacturing industry would be worth ₹1.8 lakh crore by 2030.","['CE Info Systems', 'Indrones', 'MapmyIndia', 'IoT', 'MapmyIndia', 'Indrones', 'the Federation of Indian Chambers of Commerce and Industry']","['1.8', '98,000']"
Kotak Mahindra to buy microfinance lender Sonata Finance for $65 mn,10 February,"Kotak Mahindra Bank said on Friday it would acquire Sonata Finance Pvt Ltd for 5.37 billion rupees ($65.04 million) in an all-cash deal, in a push to strengthen lending to economically weaker and underserved households.The private sector bank will acquire 26.45 million equity shares of microfinance company Sonata, of face value 10 rupees each fully paid up, for a total consideration of approximately 5.37 billion rupees, the private lender said in an exchange filing.With this, the bank will acquire 100% shareholding in Sonata.This is not the first time that Kotak is making an entry in the microfinance space. In 2016, the bank had acquired BSS Microfinance in an all-cash deal for 1.39 billion rupees.Sonata's acquisition provides a strong and vintage platform to enable the bank to become a significant player in the financial inclusion segment, said Kotak.Sonata's network of 502 branches across 10 states is complementary to bank's microfinance branch network, it added.""The acquisition is expected to be value accretive given the economies of scale and unlocking of efficiencies along with the bank's own distribution footprint and technology,"" according to the filing.The bank will also leverage Sonata's distribution network and provide wider suite of banking products to Sonata's customer base matching their emerging banking needs, it added.The transaction is subject to requisite approvals, including that of the Reserve Bank of India (RBI), Kotak said.Share article on",https://www.vccircle.com//kotakmahindra-to-buy-microfinance-lender-sonata-finance-for-65-mn,Merger/Acquisition,"Kotak Mahindra Bank said on Friday it would acquire Sonata Finance Pvt Ltd for 5.37 billion rupees ($65.04 million) in an all-cash deal, in a push to strengthen lending to economically weaker and underserved households.The private sector bank will acquire 26.45 million equity shares of microfinance company Sonata, of face value 10 rupees each fully paid up, for a total consideration of approximately 5.37 billion rupees, the private lender said in an exchange filing.With this, the bank will acquire 100% shareholding in Sonata.This is not the first time that Kotak is making an entry in the microfinance space.""The acquisition is expected to be value accretive given the economies of scale and unlocking of efficiencies along with the bank's own distribution footprint and technology,"" according to the filing.The bank will also leverage Sonata's distribution network and provide wider suite of banking products to Sonata's customer base matching their emerging banking needs, it added.The transaction is subject to requisite approvals, including that of the Reserve Bank of India (RBI), Kotak said.Share article on","['Kotak Mahindra Bank', 'Sonata Finance Pvt Ltd', 'the Reserve Bank of India', 'RBI']","['5.37 billion rupees', '$65.04 million', 'approximately 5.37 billion', '1.39 billion']"
Bessemer-backed MediBuddy buys Aetna arm to expand services,09 February,"Healthtech startup MediBuddy has acquired vHealth by Aetna, the Indian subsidiary of US healthcare company Aetna Inc., for an undisclosed amount.The deal will help MediBuddy widen its distribution channels and scale its operations and product offerings, said Satish Kannan, co-founder and chief executive at MediBuddy, at a news conference.“The revenue of vHealth will contribute to 30% of MediBuddy’s revenue,” he said.Operated by Indian Health Organization (IHO) Pvt. Ltd, vHealth by Aetna is a primary healthcare service provider catering to business-to-business (B2B) clients in the banking, financial services and insurance (BFSI) sector. The company offers subscription-based primary healthcare services such as telehealth consultations, outpatient network, pharmacy, diagnostics and dental, among others.As part of the deal, vHealth by Aetna will be rebranded as MediBuddy vHealth over the next six months. MediBuddy will also absorb the management personnel and all the employees.  Currently, vHealth has about 180 employees.Notably, a few weeks ago, MediBuddy had fired almost a same number of employees as part of a restructuring exercise. Kannan, however, clarified that the layoffs were not related to the onboarding of vHealth’s employees.In the financial year ended March 2022, vHealth by Aetna’s revenue from operations grew by 9.5% to ₹ 150 crore, according to VCCEdge data. Net loss widened to ₹6.8 crore from ₹5.5 crore in FY21.Kannan said vHealth has around 1.4 million subscribers while MediBuddy has a customer base of over 30 million. “vHealth by Aetna’s subscriber base will now have the convenience and the opportunity to access the full spectrum of the healthcare services provided by MediBuddy,” he added.MediBuddy last raised $125 million in its Series C round co-led by Quadria Capital and Lightrock India in February last year. It also counts Bessemer Venture Partners, India Life Sciences Fund III, Rebright Partners, JAFCO Asia, TEAMFund LP, FinSight Ventures, InnoVen Capital, Stride Ventures and Alteria Capital as its investors.Following the funding round, the company acquired online doctor consultation platform Clinix in July 2022. The company is in talks to acquire more companies either to add new services to its portfolio or to add more sales channels, said Kanan.The company might also explore expanding its operations internationally in 2025. “Southeast Asia and the Middle East and North Africa (MENA) are two markets where we plan to expand either organically or inorganically,” he said.MediBuddy was founded in 2015 by Kannan and Enbasekar Dinadayalane, both IIT Madras alumni. The company offers online and offline doctor consultations, medicine delivery, lab tests at home, mental health consultations, and surgery care, among other services. In June 2020, the company had merged its health business with doctor consultation platform DocsApp. Following the acquisition, the name of the registered entity was changed to Phasorz Technologies Pvt. Ltd from Medi Assist Healthcare Services Pvt Ltd.MediBuddy posted a 58% growth in operating revenue to ₹234 crore in FY22. However, its net loss swelled more than two times to ₹249 crore in FY22 from₹ 103 crore in FY21. Kannan said the company is likely to end FY23 with a two-fold growth in revenue.Share article on",https://www.vccircle.com//bessemerbacked-medibuddy-buys-aetna-arm-to-expand-services,Merger/Acquisition,"Healthtech startup MediBuddy has acquired vHealth by Aetna, the Indian subsidiary of US healthcare company Aetna Inc., for an undisclosed amount.The deal will help MediBuddy widen its distribution channels and scale its operations and product offerings, said Satish Kannan, co-founder and chief executive at MediBuddy, at a news conference.“The revenue of vHealth will contribute to 30% of MediBuddy’s revenue,” he said.Operated by Indian Health Organization (IHO) Pvt.“vHealth by Aetna’s subscriber base will now have the convenience and the opportunity to access the full spectrum of the healthcare services provided by MediBuddy,” he added.MediBuddy last raised $125 million in its Series C round co-led by Quadria Capital and Lightrock India in February last year.","['Healthtech', 'MediBuddy', 'vHealth', 'Aetna', 'Aetna Inc.', 'MediBuddy', 'MediBuddy', 'vHealth', 'MediBuddy', 'Indian Health Organization', 'Aetna', 'MediBuddy', 'Quadria Capital']","['150', '6.8', '5.5', '$125 million', '249']"
Warner Music India picks up majority stake in Divo,08 February,"Warner Music India has signed a deal to acquire majority stake in Divo, a digital media and music company in India with presence across all four south Indian language music markets.  This investment will help deliver Warner Music India’s strategy of having a leading presence in the entertainment sector across the whole country, the company said in a statement. Divo offers online video, music distribution, publishing, digital and influencer marketing solutions for brands, celebrities and movies. It has been working with labels, artists and musicians to help distribute and monetise their content across digital platforms, radio and TV stations. The company that released over 30,000 songs last year, has a presence in the Tamil, Kannada, Malayalam and Telegu music industries. Warner Music India has forged strategic partnerships with companies including Global Music Junction, Sky Digital, Tips Music and Ziiki Media in the past. The label recently forayed into Marathi and Gujarati music with the release of official film soundtracks as part of its strategy to strengthen its presence in the regional music scene. The company also has a regional imprint with its sub-label Maati. “This move will strengthen our presence in the south of the country, enabling us to have a truly strong pan-India presence. Divo’s extensive portfolio will not only bolster our core music offering in South India, but its entire artist-influencer ecosystem will further enhance our overall entertainment footprint,"" Jay Mehta, managing director, Warner Music India said in a statement. Shahir Muneer, founder and director, Divo said the backing of a global partner will put the company on the map, helping it to be a force to be reckoned with when it comes to attracting talent and clients. “Our music business will benefit from better access to Warner Music’s global footprint and that will help us drive growth for our artist and label partners,"" Muneer said in a statement. Share article on",https://www.vccircle.com//warnermusic-india-picks-up-majority-stake-in-divo,Merger/Acquisition,"Warner Music India has signed a deal to acquire majority stake in Divo, a digital media and music company in India with presence across all four south Indian language music markets.Shahir Muneer, founder and director, Divo said the backing of a global partner will put the company on the map, helping it to be a force to be reckoned with when it comes to attracting talent and clients.","['Warner Music India', 'Divo', 'Divo']",[]
Siply buys savings app myPaisaa for $7.5 mn,08 February,"Siply has acquired digital savings app myPaisaa for $7.5 million (around Rs 62 crore) with an aim to double down on its offerings and expand user base. ""We plan to leverage myPaisaa's chit platform to enhance our existing offerings and expand our customer base” said Sousthav Chakrabarty, co-founder and chief executive officer at Siply.  Hyderabad-based myPaisaa, owned by Finsave Technologies, is a digital online chit and rotating savings and credit association (ROSCA) platform. It claims to have 50,000 registered users at present and a committed savings of Rs 100 crore.  ""We are eager to leverage Siply's resources, expertise, and distribution to expand our reach further and bring our digital and ROSCA-compliant chit-based products to even more individuals in need,” said, Veera Praveen, co-founder and chief operating officer, Finsave.   Founded in July 2020 by Chakrabarty and Anil Bhat, Siply is a micro-savings platform that provides financial services to underserved masses. Its target group includes contract workers, blue-collar workers, gig economy workers, and small business owners. The startup provides savings-related education as well.  The Bengaluru-based startup has a physical presence, with 14 of its branches in 3 states and 8 cities. It aims to launch 1,000 branches across 115 cities in India over the next 3 years. Last year, the startup turned profitable in November 2022, clocking Rs 2.12 crore in profit.  In June 2022, Siply raised $19 million in a funding round led by Qi Ventures. The round also saw participation from LetsVenture and Jito Angel Network along with angel investors like Vivek Sunder (Cuemath).    Earlier in 2021, it had raised $3.2 million with a mix of equity and debt as part of its pre-Series A round led by LetsVenture, AngelList India, and Founder Room Circle. The round also saw participation from angel investors such as Kunal Shah (Cred), Beerud Sheth (Gupshup) and Shanti Mohan (LetsVenture) amongst others.   Share article on",https://www.vccircle.com//siplybuys-savings-app-mypaisaa-for-7-5-mn,Merger/Acquisition,"""We are eager to leverage Siply's resources, expertise, and distribution to expand our reach further and bring our digital and ROSCA-compliant chit-based products to even more individuals in need,” said, Veera Praveen, co-founder and chief operating officer, Finsave.Earlier in 2021, it had raised $3.2 million with a mix of equity and debt as part of its pre-Series A round led by LetsVenture, AngelList India, and Founder Room Circle.","['Siply', 'ROSCA', 'LetsVenture', 'AngelList India']","['$7.5 million', '$19 million', '$3.2 million']"
ReadyAssist acquires SpeedForce for $10 mn,31 January,"Sundaravijayam Automobile Services Pvt Ltd, which runs roadside service assistance provider ReadyAssist, has acquired Vadodara-based two-wheeler servicing firm SpeedForce for $10 million (around Rs 80 crore) in a cash and stock deal. With this acquisition ReadyAssist plans to race in India’s largest chain of multi-branded two-wheeler workshops. It also aims to strengthen its chain of SpeedForce workshops by adding another 700 this calendar year, the Bengaluru-based startup said in a statement on Tuesday. SpeedForce operates two-wheeler workshops in the country and claims to have set up more than 300 workshops in last three years. “This acquisition will help us extend the reach to our customers in their need for general periodic services and major repairs for both ICE and EV vehicles. Starting with 300 workshops, the idea is to scale over 1,000 works in the next year including 4W multi-brand workshops,” said Vimal Singh SV, founder and chief executive at ReadyAssist.    “After this acquisition, SpeedForce will scale its workshops to 4,000 in the next three years, combining native technology and the pan India network readily available with ReadyAssist,” said Kapil Bhindi, co-founder at SpeedForce. Founded in 2018, ReadyAssist is a platform which offers round-the-clock roadside assistance, breakdown support, towing and repairs provider for both bikes and cars. Last year, it had raised $5 million in its pre-Series A funding round led by Howen International Fund, SPC.   The larger mobility space has been garnering investors’ traction for quite sometime now. In November last year, mobility solution provider Automovill had raised Rs 2.15 crore as a part of its pre-Series A funding round led by Inflection Point Ventures.  In the same month, Sajjan Jindal-led JSW Group's venture capital arm, JSW Ventures had marked its first bet in the electric mobility space by investing $2.5 million in MoEVing. Share article on",https://www.vccircle.com//readyassistacquires-speedforce-for-10-mn,Merger/Acquisition,"“After this acquisition, SpeedForce will scale its workshops to 4,000 in the next three years, combining native technology and the pan India network readily available with ReadyAssist,” said Kapil Bhindi, co-founder at SpeedForce.In the same month, Sajjan Jindal-led JSW Group's venture capital arm, JSW Ventures had marked its first bet in the electric mobility space by investing $2.5 million in MoEVing.","['SpeedForce', 'ReadyAssist', 'SpeedForce', ""JSW Group's"", 'JSW Ventures']","['$10 million', '$5 million', '$2.5 million']"
‘India's M&A activity to remain buoyant amid global slump',31 January,"Bucking the global trend, the merger and acquisition (M&A) activity in India will continue to grow at its fast-paced trajectory this year, buoyed by the availability of attractive assets and a positive sentiment as an investment destination, as per a report by global consultancy firm Bain & Company. “Close to 65% of executives we have surveyed said they expect M&A activity to stay strong in 2023 and this is significantly higher than the global average of 37%,” said Vikram Chandreshekhar, partner at Bain & Company.  While, India’s M&A deal value recorded a 139% surge last year but it has seen a 36% and 22% decline globally and in the Asia-Pacific region respectively. The findings also underline availability of 53% more attractive assets in India against global markets.  “The willingness of sellers to exit at current valuation multiples primarily qualifies companies as high-quality assets,” Chandreshekhar said.  In an interaction with VCCircle, he also noted that sellers in India are looking to make complete exits from their businesses, allowing for a more seamless asset transfer.  As for multinational corporations, there is improved optimism to invest in India as a long-term investment market. The opportunity is specifically attractive to global firms looking to diversify their supply chains, the report further added.  “India stands to benefit from recent supply chain disruptions. The shift is fueling deals in areas such as active pharmaceutical ingredients, specialty chemicals, and contract manufacturing,” it said. Global trade has been hit by supply chain disruptions caused by Covid-19 with China being one of the worst-hit nations, as well as the by geopolitical tensions erupted by the Russia-Ukraine war.  According the Reserve Bank of India’s data, aggregate foreign direct investment (FDI) inflows rose to more than $80 billion in the last two fiscal years, through financial years (FY) 2020-2022, from an annual average of $60 billion in the three years before the pandemic (FY 2017-2019).   Other factors contributing to the robust outlook include ample private equity (PE) dry powder to deploy, strong balance sheets, confidence among investors to make bold bets on newer sources of growth, particularly amid an economic downturn.    “We are seeing strong M&A activity across sectors, including financial services, utilities, manufacturing, and healthcare. Environmental, social, and governance (ESG) is a new theme and India is emerging as a hotspot for renewables,” said Karan Singh, managing partner, Bain & Company.   Among other key themes, startups operating in the consumer tech, fintech, and edtech sectors witnessed the maximum consolidation activity in India in the last few years, the report said.  “Fast growing insurgents are aggressively buying start-ups. Start-ups that raised funds before 2022 are now utilizing war chests to acquire companies that have been unable to raise funds and are running out of runway,” it added.Funding in Indian startups dipped by 35% (up to 5 December), to $24.7 billion, as compared to the previous year, dragged by a decline in late-stage funding, according to a report by market intelligence platform Traxcn. Some implications to this fast-paced M&A deal activity include talent retention, as 38% of India-based executives say they experience such challenges, against a global average of 30%, and combining both ESG and digital capabilities in dealmaking to drive multiple M&A deals as these will be key themes going forward.  Share article on",https://www.vccircle.com//indias-m-a-activity-to-remain-buoyant-amid-global-slump,Merger/Acquisition,"Bucking the global trend, the merger and acquisition (M&A) activity in India will continue to grow at its fast-paced trajectory this year, buoyed by the availability of attractive assets and a positive sentiment as an investment destination, as per a report by global consultancy firm Bain & Company.Start-ups that raised funds before 2022 are now utilizing war chests to acquire companies that have been unable to raise funds and are running out of runway,” it added.Funding in Indian startups dipped by 35% (up to 5 December), to $24.7 billion, as compared to the previous year, dragged by a decline in late-stage funding, according to a report by market intelligence platform Traxcn.",['Bain & Company'],"['more than $80 billion', '$60 billion', '$24.7 billion']"
Happiest Minds acquires Madurai-based SMI for ₹111 crore,25 January,"Bengaluru-based midcap information technology (IT) services firm Happiest Minds on Wednesday announced the acquisition of Madurai-based IT services company, Sri Mookambika Infosolutions (SMI). The acquisition was done through combined upfront and deferred equity payment, totalling ₹111 crore.As part of the deal, Happiest Minds will also accommodate over 400 SMI employees based in offshore locations. The former, according to its quarterly financial report, had a total employee strength of 4,611 as of the December quarter.In a regulatory filing with Bombay Stock Exchange (BSE), Happiest Minds said that SMI is a ‘profitable’ company, and had an annual revenue run rate of $9 million as of FY22.“SMI brings deep domain capabilities, which add to our healthcare vertical strength — and align well with our ‘Product Engineering Services business unit,” said Joseph Anantharaju, executive vice-chairman and chief executive of Product Engineering Services at Happiest Minds.Venkatraman Narayanan, managing director and chief financial officer of Happiest Minds, said in a statement that SMI will add “expertise in healthcare, and a vibrant talent pool in the burgeoning tier-II locations of Madurai and Coimbatore,” to Happiest Minds’ portfolio.SMI’s client base is largely centric to US-based companies, Happiest Minds’ regulatory filing added.The acquisition was announced shortly ahead of the closing of markets on Wednesday. Shares of Happiest Minds closed 1.67% down at ₹861.80 apiece. The BSE 500 index, on which Happiest Minds is listed, closed 1.39% down at ₹24,164.16 on Wednesday.Happiest Minds announced its third quarter financial reports on January 19. The company’s rupee revenue rose 3.2% sequentially to ₹366.88 crore in the December quarter. Net profit declined 3.1% sequentially to ₹57.58 crore, while operating margin declined by 110 basis points to 15.4%. The company also reported attrition at 20.9%, while net employee utilisation declined by 50 basis points sequentially to 80.1%. The company also added nine deals in the December quarter.Anantharaju said in a statement during its financial report that the company expected to continue to grow, since clients “are investing heavily in cloud, experience and analytics as part of their strategic digital initiatives.”“Our technology depth has resulted in a strong pipeline of large deals, many of them with Fortune 500 companies,” he added.The reports came amid a period of consistent deal signing for the IT services sector, in a quarter that has been traditionally weak. In a note on IT services deal signings shared with Mint by brokerage firm BNP Paribas, digital services, including cloud and automation sectors, remained the key driver of deal signings for the entire sectors.“Deal signings improved in North America, and were decent in Europe and the rest of the world as well,” said Kumar Rakesh, vice-president of equity research at BNP Paribas.Share article on",https://www.vccircle.com//happiestminds-acquires-madurai-based-smi-for-111-crore,Merger/Acquisition,"The former, according to its quarterly financial report, had a total employee strength of 4,611 as of the December quarter.In a regulatory filing with Bombay Stock Exchange (BSE), Happiest Minds said that SMI is a ‘profitable’ company, and had an annual revenue run rate of $9 million as of FY22.“SMI brings deep domain capabilities, which add to our healthcare vertical strength — and align well with our ‘Product Engineering Services business unit,” said Joseph Anantharaju, executive vice-chairman and chief executive of Product Engineering Services at Happiest Minds.Venkatraman Narayanan, managing director and chief financial officer of Happiest Minds, said in a statement that SMI will add “expertise in healthcare, and a vibrant talent pool in the burgeoning tier-II locations of Madurai and Coimbatore,” to Happiest Minds’ portfolio.SMI’s client base is largely centric to US-based companies, Happiest Minds’ regulatory filing added.The acquisition was announced shortly ahead of the closing of markets on Wednesday.The company also added nine deals in the December quarter.Anantharaju said in a statement during its financial report that the company expected to continue to grow, since clients “are investing heavily in cloud, experience and analytics as part of their strategic digital initiatives.”“Our technology depth has resulted in a strong pipeline of large deals, many of them with Fortune 500 companies,” he added.The reports came amid a period of consistent deal signing for the IT services sector, in a quarter that has been traditionally weak.","['Bombay Stock Exchange', 'BSE', 'SMI', 'Product Engineering Services', 'SMI', 'Madurai', 'Coimbatore', 'SMI', 'Anantharaju']","['111', '$9 million', '861.80', '24,164.16']"
JetSynthesys acquires former Twitter India head's creator monetization platform,24 January,"Gaming and entertainment firm JetSynthesys has acquired a majority stake in Fanory, a content monetization platform for creators, co-founded by former Twitter India head Manish Maheshwari, for an undisclosed sum. As part of the acquisition, Maheshwari will take charge as president, corporate level at JetSynthesys. After leading Twitter India for over two years, Maheshwari moved to Twitter US as a senior director in August 2021 before moving on in January 2022 to start an ed-tech startup called Invact Metaversity. Maheshwari exited the startup in May to start Fanory, which is now out of stealth mode and available for download on the Play Store and App Store. “The idea behind Fanory is to provide a monetization platform to creators. It gives them a personalized app through which they can provide exclusive content to their superfans and directly charge them money and keep most of that money,” said Maheshwari. Creators can use in-app tokens on Fanory to pay for premium experience and content shared by creators they follow. They can engage with them directly through messages, video calls, and live sessions. Maheshwari points out that social media platforms give creators visibility, distribution, and audience. “What they don’t give them is that consistent set of revenues and monetization. They prioritize user acquisition and engagement to whom they can serve the advertisement. Any money they pass on to the creator is usually a very small and minuscule amount of it,” he added. Fanory will continue to exist as an independent brand led by Maheshwari within the JetSynthesys ecosystem, said Rajan Navani, founder and CEO of JetSynthesys. “The social media creators market has grown exponentially, and we see this continuing for the foreseeable future. Fanory’s model is beneficial for creators. It compensates them for their hard work and creativity. With Manish by our side, we look forward to exploring this new avenue and entrenching ourselves deeper into the digital entertainment realm,” said Navani. He added that this merger aligns with some of the other investments that his firm has been making towards larger strategic goals with Gen-Z audiences in mind. For instance, last September, JetSynthesys acquired Bengaluru-based metaverse startup Metaphy Labs for an undisclosed sum. The firm has earmarked $50 million for metaverse investments over the next three years. Further, Maheshwari said that creators can set the prices they want from followers. The majority of the money will go directly to the creators and Fanory will take a small cut of it. In addition to monetization, there can also be brand collaborations. Maheshwari also added that NFTs present an exciting opportunity. “Owning digital rights is going to be big. But we have to see how the ecosystem evolves and what use cases emerge there,” he added.Share article on",https://www.vccircle.com//jetsynthesysacquires-former-twitter-india-head-s-creator-monetization-platform,Merger/Acquisition,"Maheshwari exited the startup in May to start Fanory, which is now out of stealth mode and available for download on the Play Store and App Store.The majority of the money will go directly to the creators and Fanory will take a small cut of it.",[],['$50 million']
Easy Trip acquires 55% stake in cheQin through primary route,24 January,"Easy Trip Planners Ltd, which operates EaseMyTrip.com, said on Tuesday it has acquired a 55% stake in hotel booking platform cheQin for an undisclosed sum through the primary route.""CheQin encourages travellers to pay directly at the hotel and maintains an approach that allows them to stay at cost-effective hotels. On the other hand, the company uses the cheQin application to give hoteliers access to real-time booking requests and the ability to manage their own bookings, Easy Trip said in an exchange filing.“EaseMyTrip is focusing on the growth of its non-air segments. This acquisition is a step towards revolutionizing the hotel business. We sternly believe that cheQin provides unparalleled options in all segments and has the potential to scale and strengthen cross-selling,” said Nishant Pitti, co-founder and chief executive officer of EaseMyTrip.cheQin claims to have over 60,000 properties, including three, four and five-star hotels, private stays, vacation rentals, beach resorts among others. More than 5,000 hotels in Singapore, Thailand, Indonesia, Vietnam, Malaysia, and the United Arab Emirates have recently signed agreements with cheQin.“EaseMyTrip and cheQin would have strong synergies. The bargaining algorithm of cheQin would draw in customers faster than before. We believe that cheQin can do well for last-minute, bulk, long-term and short-term bookings. We expect to strengthen the market in the years to come the EaseMyTrip partnership,’’ Venu G Somineni, founder, CheQin, said.Shares of EaseMyTrip ended Tuesday's session at Rs 53.45 apiece, down 1.7% on the Bombay Stock Exchange (BSE). The stock has risen 59.2% in the last one year.The Indian online hospitality industry has been witnessing significant deal activity over the past few months as travel-hungry consumers are returning in large numbers after restrictions for two years, giving rise to revenge holiday booking and hence, more demand.According to a report by Mint earlier this week, Flipkart-owned travel portal Cleartrip highlighted their hotels business to be the single biggest focus area after its relaunch seven months ago. The portal aims to expand its partner hotel network to 80,000 from 20,000 across 2–5-star hotel categories, this year, CEO Ayyapan R said in an interview.In the mainline hospitality sector, American hospitality giant Radisson Hotel Group in November 2022 launched its new midscale brand, Park & Inn Suites for India in a master-franchise partnership with Treebo Hotels' parent, Ruptup Solutions Pvt. Ltd.With the new brand, the group is looking to double its Indian footprint to nearly 150 hotels and resorts by 2025, with primary focus on Kerala, Karnataka and the Northeast. Share article on",https://www.vccircle.com//easytrip-acquires-55-stake-in-cheqin-through-primary-route,Merger/Acquisition,"On the other hand, the company uses the cheQin application to give hoteliers access to real-time booking requests and the ability to manage their own bookings, Easy Trip said in an exchange filing.“EaseMyTrip is focusing on the growth of its non-air segments.The stock has risen 59.2% in the last one year.The Indian online hospitality industry has been witnessing significant deal activity over the past few months as travel-hungry consumers are returning in large numbers after restrictions for two years, giving rise to revenge holiday booking and hence, more demand.According to a report by Mint earlier this week, Flipkart-owned travel portal Cleartrip highlighted their hotels business to be the single biggest focus area after its relaunch seven months ago.","['Mint', 'Flipkart', 'Cleartrip']",[]
